0,1,3,0.0,0.7578958,0.58204,0.87180007,0.7230573,1.0,1.0,1.0,1.0,0.83952236,0.98087245,0.9945455,0.8328407,1.0,1.0,1.0,1.0,0.9590153,1.0,0.9447371,1.0,1.0,0.427,0.5,0.425,0.622,0.772,0.76,0.762,0.84,0.406,0.842,0,2.0,,0.0,0.58204
1,2,3,0.0,0.7578958,0.58204,0.87180007,0.7230573,1.0,1.0,1.0,1.0,0.83952236,0.98087245,0.9945455,0.8328407,1.0,1.0,1.0,1.0,0.9590153,1.0,0.9447371,1.0,1.0,0.427,0.5,0.425,0.622,0.772,0.76,0.762,0.84,0.406,0.842,1,3.0,,0.0,0.58204
2,3,3,0.0,0.7578958,0.58204,0.87180007,0.7230573,1.0,1.0,1.0,1.0,0.83952236,0.98087245,0.9945455,0.8328407,1.0,1.0,1.0,1.0,0.9590153,1.0,0.9447371,1.0,1.0,0.427,0.5,0.425,0.622,0.772,0.76,0.762,0.84,0.406,0.842,1,3.0,,0.0,0.58204
3,4,3,0.0,0.7578958,0.58204,0.87180007,0.7230573,1.0,1.0,1.0,1.0,0.83952236,0.98087245,0.9945455,0.8328407,1.0,1.0,1.0,1.0,0.9590153,1.0,0.9447371,1.0,1.0,0.427,0.5,0.425,0.622,0.772,0.76,0.762,0.84,0.406,0.842,1,3.0,,0.0,0.58204
4,5,3,0.0,0.7578958,0.58204,0.87180007,0.7230573,1.0,1.0,1.0,1.0,0.83952236,0.98087245,0.9945455,0.8328407,1.0,1.0,1.0,1.0,0.9590153,1.0,0.9447371,1.0,1.0,0.427,0.5,0.425,0.622,0.772,0.76,0.762,0.84,0.406,0.842,1,3.0,,0.0,0.58204
5,6,3,0.0,0.7578958,0.58204,0.87180007,0.7230573,1.0,1.0,1.0,1.0,0.83952236,0.98087245,0.9945455,0.8328407,1.0,1.0,1.0,1.0,0.9590153,1.0,0.9447371,1.0,1.0,0.427,0.5,0.425,0.622,0.772,0.76,0.762,0.84,0.406,0.842,1,3.0,,0.0,0.58204
6,7,3,1.0,0.75770783,0.581927,0.8716661,0.7227963,1.0,1.0,1.0,1.0,0.83943236,0.9807725,0.9944455,0.8327507,1.0,1.0,1.0,1.004,0.9590153,1.0,0.9447371,1.0,0.94,0.427,0.5,0.425,0.622,0.772,0.76,0.762,0.84,0.406,0.842,1,1.0,,2.0,0.581927
7,8,3,1.0,0.75741583,0.58164704,0.8714101,0.7225903,1.0,1.0,1.0,1.0,0.83935237,0.9806825,0.9943555,0.8326905,1.0,1.0,1.0,1.008016,0.9590153,1.0,0.9447371,1.0,0.88,0.427,0.5,0.425,0.622,0.772,0.76,0.762,0.84,0.406,0.842,1,1.0,,4.0,0.58164704
8,9,3,2.0,0.75741583,0.58164704,0.8714101,0.7225903,1.0,1.0,1.0,1.0,0.83935237,0.9806825,0.9943555,0.8326905,1.0,1.0,1.0,1.008016,0.9589893,1.0,0.9447291,1.0,0.874,0.427,0.5,0.425,0.622,0.772,0.76,0.762,0.84,0.406,0.842,1,1.0,,6.0,0.58164704
9,10,3,2.0,0.75741583,0.58164704,0.8714101,0.7225903,1.0,1.0,1.0,1.0,0.83935237,0.9806825,0.9943555,0.8326905,1.0,1.0,1.0,1.008016,0.9589473,1.0,0.94472206,1.0,0.866,0.427,0.5,0.425,0.622,0.772,0.76,0.762,0.84,0.406,0.842,1,1.0,,8.0,0.58164704
10,11,3,2.0,0.75741583,0.58164704,0.8714101,0.7225903,1.0,1.0,1.0,1.0,0.83935237,0.9806825,0.9943555,0.8326905,1.0,1.0,1.0,1.008016,0.9588853,1.0,0.94471306,1.0,0.856,0.427,0.5,0.425,0.622,0.772,0.76,0.762,0.84,0.406,0.842,1,1.0,,10.0,0.58164704
11,12,3,2.0,0.75741583,0.58164704,0.8714101,0.7225903,1.0,1.0,1.0,1.0,0.83935237,0.9806825,0.9943555,0.8326905,1.0,1.0,1.0,1.008016,0.9588173,1.0,0.9447061,1.0,0.851,0.427,0.5,0.425,0.622,0.772,0.76,0.762,0.84,0.406,0.842,1,1.0,,12.0,0.58164704
12,13,3,2.0,0.75741583,0.58164704,0.8714101,0.7225903,1.0,1.0,1.0,1.0,0.83935237,0.9806825,0.9943555,0.8326905,1.0,1.0,1.0,1.008016,0.9587723,1.0,0.94469506,1.0,0.836,0.427,0.5,0.425,0.622,0.772,0.76,0.762,0.84,0.406,0.842,1,1.0,,14.0,0.58164704
13,14,3,2.0,0.75741583,0.58164704,0.8714101,0.7225903,1.0,1.0,1.0,1.0,0.83935237,0.9806825,0.9943555,0.8326905,1.0,1.0,1.0,1.008016,0.95873535,1.0,0.94468904,1.0,0.824,0.427,0.5,0.425,0.622,0.772,0.76,0.762,0.84,0.406,0.842,1,1.0,,16.0,0.58164704
14,15,3,2.0,0.75741583,0.58164704,0.8714101,0.7225903,1.0,1.0,1.0,1.0,0.83935237,0.9806825,0.9943555,0.8326905,1.0,1.0,1.0,1.008016,0.95868534,1.0,0.94467604,1.0,0.812,0.427,0.5,0.425,0.622,0.772,0.76,0.762,0.84,0.406,0.842,1,1.0,,18.0,0.58164704
15,16,3,1.0,0.7573018,0.58138204,0.87113607,0.72235936,1.0,1.0,1.0,1.0,0.83926237,0.9806325,0.9942755,0.8325897,1.0,1.0,1.0,1.012048,0.95868534,1.0,0.94467604,1.0,0.742,0.427,0.5,0.425,0.622,0.772,0.76,0.762,0.84,0.406,0.842,1,1.0,,20.0,0.58138204
16,17,3,1.0,0.75700986,0.58124,0.8710331,0.7221093,1.0,1.0,1.0,1.0,0.83916235,0.9805525,0.9941855,0.83252895,1.0,1.0,1.0,1.0160962,0.95868534,1.0,0.94467604,1.0,0.682,0.427,0.5,0.425,0.622,0.772,0.76,0.762,0.84,0.406,0.842,1,1.0,,22.0,0.58124
17,18,3,1.0,0.7567408,0.580962,0.8708811,0.72194636,1.0,1.0,1.0,1.0,0.83911234,0.9804925,0.99411553,0.83245784,1.0,1.0,1.0,1.0201607,0.95868534,1.0,0.94467604,1.0,0.642,0.427,0.5,0.425,0.622,0.772,0.76,0.762,0.84,0.406,0.842,1,1.0,,24.0,0.580962
18,19,3,1.0,0.75659686,0.580719,0.8706891,0.72175837,1.0,1.0,1.0,1.0,0.8390524,0.98044246,0.9940555,0.8323762,1.0,1.0,1.0,1.0242413,0.95868534,1.0,0.94467604,1.0,0.582,0.427,0.5,0.425,0.622,0.772,0.76,0.762,0.84,0.406,0.842,1,1.0,,26.0,0.580719
19,20,3,1.0,0.7563728,0.58049303,0.8704991,0.72154737,1.0,1.0,1.0,1.0,0.83898234,0.9803625,0.9939655,0.8323147,1.0,1.0,1.0,1.0283382,0.95868534,1.0,0.94467604,1.0,0.532,0.427,0.5,0.425,0.622,0.772,0.76,0.762,0.84,0.406,0.842,1,1.0,,28.0,0.58049303
20,21,3,2.0,0.7563728,0.58049303,0.8704991,0.72154737,1.0,1.0,1.0,1.0,0.83898234,0.9803625,0.9939655,0.8323147,1.0,1.0,1.0,1.0283382,0.95864934,1.0,0.9446651,1.0,0.526,0.427,0.5,0.425,0.622,0.772,0.76,0.762,0.84,0.406,0.842,1,1.0,,30.0,0.58049303
21,22,3,2.0,0.7563728,0.58049303,0.8704991,0.72154737,1.0,1.0,1.0,1.0,0.83898234,0.9803625,0.9939655,0.8323147,1.0,1.0,1.0,1.0283382,0.9586163,1.0,0.9446521,1.0,0.515,0.427,0.5,0.425,0.622,0.772,0.76,0.762,0.84,0.406,0.842,1,1.0,,32.0,0.58049303
22,23,3,2.0,0.7563728,0.58049303,0.8704991,0.72154737,1.0,1.0,1.0,1.0,0.83898234,0.9803625,0.9939655,0.8323147,1.0,1.0,1.0,1.0283382,0.9585633,1.0,0.9446391,1.0,0.504,0.427,0.5,0.425,0.622,0.772,0.76,0.762,0.84,0.406,0.842,1,1.0,,34.0,0.58049303
23,24,3,1.0,0.75610286,0.58032703,0.87021506,0.72126234,1.0,1.0,1.0,1.0,0.8388824,0.98030245,0.99389553,0.8322325,1.0,1.0,1.0,1.0324516,0.9585633,1.0,0.9446391,1.0,0.434,0.427,0.5,0.425,0.622,0.772,0.76,0.762,0.84,0.406,0.842,1,1.0,,36.0,0.58032703
24,25,3,1.0,0.75583583,0.580034,0.87009406,0.7210553,1.0,1.0,1.0,1.0,0.83882236,0.98022246,0.9938455,0.83212924,1.0,1.0,1.0,1.0365814,0.9585633,1.0,0.9446391,1.0,0.374,0.427,0.5,0.425,0.622,0.772,0.76,0.762,0.84,0.406,0.842,1,1.0,,38.0,0.580034
25,26,3,1.0,0.75556785,0.579917,0.8699671,0.72075933,1.0,1.0,1.0,1.0,0.83873236,0.9801425,0.9937755,0.8320567,1.0,1.0,1.0,1.0407277,0.9585633,1.0,0.9446391,1.0,0.304,0.427,0.5,0.425,0.622,0.772,0.76,0.762,0.84,0.406,0.842,1,1.0,,40.0,0.579917
26,27,3,1.0,0.7554618,0.57977,0.8696801,0.72056234,1.0,1.0,1.0,1.0,0.83863235,0.9800525,0.99372554,0.831963,1.0,1.0,1.0,1.0448906,0.9585633,1.0,0.9446391,1.0,0.264,0.427,0.5,0.425,0.622,0.772,0.76,0.762,0.84,0.406,0.842,1,1.0,,42.0,0.57977
27,28,3,2.0,0.7554618,0.57977,0.8696801,0.72056234,1.0,1.0,1.0,1.0,0.83863235,0.9800525,0.99372554,0.831963,1.0,1.0,1.0,1.0448906,0.95852435,1.0,0.94462806,1.0,0.253,0.427,0.5,0.425,0.622,0.772,0.76,0.762,0.84,0.406,0.842,1,4.0,,11.111111,0.57977
28,29,3,2.0,0.7554618,0.57977,0.8696801,0.72056234,1.0,1.0,1.0,1.0,0.83863235,0.9800525,0.99372554,0.831963,1.0,1.0,1.0,1.0448906,0.9584983,1.0,0.9446201,1.0,0.241,0.427,0.5,0.425,0.622,0.772,0.76,0.762,0.84,0.406,0.842,1,4.0,,22.222221,0.57977
