0,1,4,0.0,0.98586935,0.79160583,0.519566,0.83860147,1.0,1.0,1.0,1.0,0.9476556,0.9197592,0.8635704,0.951239,1.0,1.0,1.0,1.0,0.51668084,1.0,0.9919329,1.0,1.0,0.684,0.426,0.401,0.423,0.834,0.758,0.832,0.778,0.425,0.857,0,2.0,,0.0,0.51668084
1,2,4,0.0,0.98586935,0.79160583,0.519566,0.83860147,1.0,1.0,1.0,1.0,0.9476556,0.9197592,0.8635704,0.951239,1.0,1.0,1.0,1.0,0.51668084,1.0,0.9919329,1.0,1.0,0.684,0.426,0.401,0.423,0.834,0.758,0.832,0.778,0.425,0.857,1,3.0,,0.0,0.51668084
2,3,4,0.0,0.98586935,0.79160583,0.519566,0.83860147,1.0,1.0,1.0,1.0,0.9476556,0.9197592,0.8635704,0.951239,1.0,1.0,1.0,1.0,0.51668084,1.0,0.9919329,1.0,1.0,0.684,0.426,0.401,0.423,0.834,0.758,0.832,0.778,0.425,0.857,1,3.0,,0.0,0.51668084
3,4,4,0.0,0.98586935,0.79160583,0.519566,0.83860147,1.0,1.0,1.0,1.0,0.9476556,0.9197592,0.8635704,0.951239,1.0,1.0,1.0,1.0,0.51668084,1.0,0.9919329,1.0,1.0,0.684,0.426,0.401,0.423,0.834,0.758,0.832,0.778,0.425,0.857,1,3.0,,0.0,0.51668084
4,5,4,0.0,0.98586935,0.79160583,0.519566,0.83860147,1.0,1.0,1.0,1.0,0.9476556,0.9197592,0.8635704,0.951239,1.0,1.0,1.0,1.0,0.51668084,1.0,0.9919329,1.0,1.0,0.684,0.426,0.401,0.423,0.834,0.758,0.832,0.778,0.425,0.857,1,3.0,,0.0,0.51668084
5,6,4,0.0,0.98586935,0.79160583,0.519566,0.83860147,1.0,1.0,1.0,1.0,0.9476556,0.9197592,0.8635704,0.951239,1.0,1.0,1.0,1.0,0.51668084,1.0,0.9919329,1.0,1.0,0.684,0.426,0.401,0.423,0.834,0.758,0.832,0.778,0.425,0.857,1,3.0,,0.0,0.51668084
6,7,4,1.0,0.98568434,0.7913458,0.519283,0.8383785,1.0,1.0,1.0,1.0,0.9475956,0.91968924,0.86352044,0.951149,1.0,1.0,1.0,1.0,0.51668084,1.0,0.9919329,1.0,0.92,0.684,0.426,0.401,0.423,0.834,0.758,0.832,0.778,0.425,0.857,1,0.0,,1.754386,0.51668084
7,8,4,1.0,0.9854993,0.7911268,0.519103,0.8381935,1.0,1.0,1.0,1.0,0.9475056,0.9196192,0.8634204,0.951059,1.0,1.0,1.0,1.0,0.51668084,1.0,0.9919329,1.0,0.86,0.684,0.426,0.401,0.423,0.834,0.758,0.832,0.778,0.425,0.857,1,0.0,,3.508772,0.51668084
8,9,4,2.0,0.9854993,0.7911268,0.519103,0.8381935,1.0,1.0,1.0,1.0,0.9475056,0.9196192,0.8634204,0.951059,1.0,1.0,1.0,1.0,0.51661384,1.0,0.9919229,1.0,0.846,0.684,0.426,0.401,0.423,0.834,0.758,0.832,0.778,0.425,0.857,1,0.0,,5.263158,0.51661384
9,10,4,2.0,0.9854993,0.7911268,0.519103,0.8381935,1.0,1.0,1.0,1.0,0.9475056,0.9196192,0.8634204,0.951059,1.0,1.0,1.0,1.0,0.5165498,1.0,0.9919099,1.0,0.831,0.684,0.426,0.401,0.423,0.834,0.758,0.832,0.778,0.425,0.857,1,0.0,,7.017544,0.5165498
10,11,4,2.0,0.9854993,0.7911268,0.519103,0.8381935,1.0,1.0,1.0,1.0,0.9475056,0.9196192,0.8634204,0.951059,1.0,1.0,1.0,1.0,0.51650584,1.0,0.9918979,1.0,0.816,0.684,0.426,0.401,0.423,0.834,0.758,0.832,0.778,0.425,0.857,1,0.0,,8.77193,0.51650584
11,12,4,2.0,0.9854993,0.7911268,0.519103,0.8381935,1.0,1.0,1.0,1.0,0.9475056,0.9196192,0.8634204,0.951059,1.0,1.0,1.0,1.0,0.5164668,1.0,0.9918859,1.0,0.801,0.684,0.426,0.401,0.423,0.834,0.758,0.832,0.778,0.425,0.857,1,0.0,,10.526316,0.5164668
12,13,4,2.0,0.9854993,0.7911268,0.519103,0.8381935,1.0,1.0,1.0,1.0,0.9475056,0.9196192,0.8634204,0.951059,1.0,1.0,1.0,1.0,0.5164358,1.0,0.9918739,1.0,0.794,0.684,0.426,0.401,0.423,0.834,0.758,0.832,0.778,0.425,0.857,1,0.0,,12.280702,0.5164358
13,14,4,2.0,0.9854993,0.7911268,0.519103,0.8381935,1.0,1.0,1.0,1.0,0.9475056,0.9196192,0.8634204,0.951059,1.0,1.0,1.0,1.0,0.5163878,1.0,0.9918629,1.0,0.784,0.684,0.426,0.401,0.423,0.834,0.758,0.832,0.778,0.425,0.857,1,0.0,,14.035088,0.5163878
14,15,4,2.0,0.9854993,0.7911268,0.519103,0.8381935,1.0,1.0,1.0,1.0,0.9475056,0.9196192,0.8634204,0.951059,1.0,1.0,1.0,1.0,0.5163278,1.0,0.9918539,1.0,0.773,0.684,0.426,0.401,0.423,0.834,0.758,0.832,0.778,0.425,0.857,1,0.0,,15.789474,0.5163278
15,16,4,2.0,0.9854993,0.7911268,0.519103,0.8381935,1.0,1.0,1.0,1.0,0.9475056,0.9196192,0.8634204,0.951059,1.0,1.0,1.0,1.0,0.5162698,1.0,0.9918399,1.0,0.759,0.684,0.426,0.401,0.423,0.834,0.758,0.832,0.778,0.425,0.857,1,0.0,,17.54386,0.5162698
16,17,4,2.0,0.9854993,0.7911268,0.519103,0.8381935,1.0,1.0,1.0,1.0,0.9475056,0.9196192,0.8634204,0.951059,1.0,1.0,1.0,1.0,0.5162028,1.0,0.9918259,1.0,0.75,0.684,0.426,0.401,0.423,0.834,0.758,0.832,0.778,0.425,0.857,1,0.0,,19.298246,0.5162028
17,18,4,2.0,0.9854993,0.7911268,0.519103,0.8381935,1.0,1.0,1.0,1.0,0.9475056,0.9196192,0.8634204,0.951059,1.0,1.0,1.0,1.0,0.5161348,1.0,0.99182093,1.0,0.741,0.684,0.426,0.401,0.423,0.834,0.758,0.832,0.778,0.425,0.857,1,0.0,,21.052631,0.5161348
18,19,4,2.0,0.9854993,0.7911268,0.519103,0.8381935,1.0,1.0,1.0,1.0,0.9475056,0.9196192,0.8634204,0.951059,1.0,1.0,1.0,1.0,0.5160828,1.0,0.9918069,1.0,0.726,0.684,0.426,0.401,0.423,0.834,0.758,0.832,0.778,0.425,0.857,1,0.0,,22.807018,0.5160828
19,20,4,2.0,0.9854993,0.7911268,0.519103,0.8381935,1.0,1.0,1.0,1.0,0.9475056,0.9196192,0.8634204,0.951059,1.0,1.0,1.0,1.0,0.5160578,1.0,0.9917949,1.0,0.71,0.684,0.426,0.401,0.423,0.834,0.758,0.832,0.778,0.425,0.857,1,0.0,,24.561403,0.5160578
20,21,4,2.0,0.9854993,0.7911268,0.519103,0.8381935,1.0,1.0,1.0,1.0,0.9475056,0.9196192,0.8634204,0.951059,1.0,1.0,1.0,1.0,0.51599884,1.0,0.9917879,1.0,0.701,0.684,0.426,0.401,0.423,0.834,0.758,0.832,0.778,0.425,0.857,1,0.0,,26.31579,0.51599884
