0,1,2,0.0,0.604911,0.765751,0.5930649,0.62950236,1.0,1.0,1.0,1.0,0.8669294,0.93659204,0.87397146,0.9154713,1.0,1.0,1.0,1.0,0.79582685,1.0,0.94338804,1.0,1.0,0.473,0.403,0.645,0.703,0.787,0.813,0.76,0.766,0.467,0.859,0,2.0,,0.0,0.5930649
1,2,2,0.0,0.604911,0.765751,0.5930649,0.62950236,1.0,1.0,1.0,1.0,0.8669294,0.93659204,0.87397146,0.9154713,1.0,1.0,1.0,1.0,0.79582685,1.0,0.94338804,1.0,1.0,0.473,0.403,0.645,0.703,0.787,0.813,0.76,0.766,0.467,0.859,1,3.0,,0.0,0.5930649
2,3,2,0.0,0.604911,0.765751,0.5930649,0.62950236,1.0,1.0,1.0,1.0,0.8669294,0.93659204,0.87397146,0.9154713,1.0,1.0,1.0,1.0,0.79582685,1.0,0.94338804,1.0,1.0,0.473,0.403,0.645,0.703,0.787,0.813,0.76,0.766,0.467,0.859,1,3.0,,0.0,0.5930649
3,4,2,0.0,0.604911,0.765751,0.5930649,0.62950236,1.0,1.0,1.0,1.0,0.8669294,0.93659204,0.87397146,0.9154713,1.0,1.0,1.0,1.0,0.79582685,1.0,0.94338804,1.0,1.0,0.473,0.403,0.645,0.703,0.787,0.813,0.76,0.766,0.467,0.859,1,3.0,,0.0,0.5930649
4,5,2,0.0,0.604911,0.765751,0.5930649,0.62950236,1.0,1.0,1.0,1.0,0.8669294,0.93659204,0.87397146,0.9154713,1.0,1.0,1.0,1.0,0.79582685,1.0,0.94338804,1.0,1.0,0.473,0.403,0.645,0.703,0.787,0.813,0.76,0.766,0.467,0.859,1,3.0,,0.0,0.5930649
5,6,2,0.0,0.604911,0.765751,0.5930649,0.62950236,1.0,1.0,1.0,1.0,0.8669294,0.93659204,0.87397146,0.9154713,1.0,1.0,1.0,1.0,0.79582685,1.0,0.94338804,1.0,1.0,0.473,0.403,0.645,0.703,0.787,0.813,0.76,0.766,0.467,0.859,1,3.0,,0.0,0.5930649
6,7,2,1.0,0.604644,0.765643,0.5928669,0.6292484,1.0,1.0,1.002,1.002,0.86682945,0.93651205,0.8739015,0.91540134,1.0,1.0,1.0,1.0,0.79582685,1.0,0.94338804,1.0,0.96,0.473,0.403,0.645,0.703,0.787,0.813,0.76,0.766,0.467,0.859,1,0.0,,2.0833333,0.5928669
7,8,2,1.0,0.60453004,0.765455,0.5926354,0.62907904,1.0,1.0,1.004004,1.004004,0.86677945,0.93643206,0.87382144,0.9153313,1.0,1.0,1.0,1.0,0.79582685,1.0,0.94338804,1.0,0.91,0.473,0.403,0.645,0.703,0.787,0.813,0.76,0.766,0.467,0.859,1,0.0,,4.1666665,0.5926354
8,9,2,2.0,0.60453004,0.765455,0.5926354,0.62907904,1.0,1.0,1.004004,1.004004,0.86677945,0.93643206,0.87382144,0.9153313,1.0,1.0,1.0,1.0,0.79575884,1.0,0.94338006,1.0,0.895,0.473,0.403,0.645,0.703,0.787,0.813,0.76,0.766,0.467,0.859,1,0.0,,6.25,0.5926354
9,10,2,2.0,0.60453004,0.765455,0.5926354,0.62907904,1.0,1.0,1.004004,1.004004,0.86677945,0.93643206,0.87382144,0.9153313,1.0,1.0,1.0,1.0,0.79571986,1.0,0.94337106,1.0,0.886,0.473,0.403,0.645,0.703,0.787,0.813,0.76,0.766,0.467,0.859,1,0.0,,8.333333,0.5926354
